UNIQUE_ID,AGE,EDUCATION,EDUCATION-NUM,MARITAL_STATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,NATIVE_COUNTRY
12544,34,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,United-States
19071,32,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
21247,39,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
29570,35,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
11547,39,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,United-States
3126,28,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
5585,35,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
2810,50,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
6463,61,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
26899,64,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
15910,39,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
8380,55,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
4032,32,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
982,27,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
4784,20,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
6446,21,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,United-States
6896,47,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
7892,37,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,Japan
16857,43,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
32299,27,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Philippines
10715,69,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
7737,33,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States
13867,42,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
3694,59,HS-grad,9,Married-civ-spouse,,Wife,White,Female,United-States
13938,22,Some-college,10,Never-married,Tech-support,Own-child,White,Female,United-States
28968,29,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States
4615,43,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,United-States
3349,38,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
10388,41,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,
10706,50,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
11961,45,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
15124,19,Some-college,10,Never-married,Other-service,Other-relative,White,Female,United-States
1909,52,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,United-States
2527,20,Some-college,10,Never-married,,Own-child,White,Male,United-States
22797,53,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
16058,24,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States
31116,35,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,United-States
10971,48,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
24623,53,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
7146,47,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
3329,45,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
2311,27,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,United-States
10711,38,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
6023,42,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
9633,48,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,India
4626,47,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,United-States
29244,56,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
31797,38,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,United-States
3904,19,11th,7,Never-married,Other-service,Other-relative,White,Male,United-States
19372,26,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
17341,37,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
9721,21,Some-college,10,Never-married,Other-service,Other-relative,White,Female,United-States
865,32,10th,6,Separated,Other-service,Unmarried,White,Female,United-States
11461,40,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
4974,50,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
684,31,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,United-States
26103,33,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
3506,31,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,United-States
23283,39,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
2005,44,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
3408,43,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States
1204,34,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
16032,52,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,
5777,32,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
15436,28,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,United-States
8216,41,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,United-States
4418,26,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
19519,35,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
2883,43,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,United-States
23852,36,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
6282,29,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,Iran
12630,39,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,United-States
11007,25,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
9156,22,9th,5,Never-married,Sales,Not-in-family,White,Male,United-States
7239,33,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
12037,46,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,Dominican-Republic
27737,39,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,France
7888,40,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
10310,90,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
11447,20,Some-college,10,Never-married,Sales,Own-child,White,Male,United-States
9446,27,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Other,Male,United-States
13027,26,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
15967,40,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,United-States
1785,37,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
6004,34,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
7535,27,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,United-States
1877,59,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,United-States
24073,37,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
8025,21,HS-grad,9,Never-married,Other-service,Own-child,White,Male,United-States
4710,30,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Laos
9322,19,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
24834,33,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
10542,20,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,Mexico
17618,47,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
13972,28,Bachelors,13,Never-married,Sales,Other-relative,White,Female,United-States
9369,36,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
11657,23,11th,7,Divorced,Other-service,Unmarried,White,Female,United-States
17832,56,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,Canada
10073,73,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,England
10038,36,Some-college,10,Never-married,,Unmarried,White,Female,United-States
12787,65,HS-grad,9,Widowed,Sales,Unmarried,White,Female,United-States
29040,46,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
19917,52,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
15494,47,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
11168,28,HS-grad,9,Never-married,Prof-specialty,Other-relative,White,Female,United-States
6818,18,11th,7,Never-married,Other-service,Own-child,Black,Male,United-States
12527,28,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
3484,47,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,United-States
29456,52,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
2095,44,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
14589,23,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,United-States
18802,26,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
646,58,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,United-States
9594,63,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
29111,34,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Mexico
16341,28,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
4905,51,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
13740,46,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,Canada
14449,28,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,United-States
6879,39,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,United-States
13529,31,Some-college,10,Never-married,Sales,Own-child,White,Female,United-States
28610,35,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
7482,36,Some-college,10,Never-married,Machine-op-inspct,Unmarried,White,Male,United-States
15132,35,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
15698,63,HS-grad,9,Married-civ-spouse,,Husband,White,Male,United-States
8711,49,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14763,30,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,United-States
12028,45,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
4582,26,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,United-States
4826,31,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,El-Salvador
12181,35,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
8285,37,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
1190,41,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
12179,26,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,United-States
31468,27,Some-college,10,Married-civ-spouse,Transport-moving,Other-relative,Other,Male,Ecuador
2737,33,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
7799,29,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
4162,18,HS-grad,9,Never-married,Sales,Own-child,White,Female,United-States
5782,55,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
4539,24,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,United-States
2053,21,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
15966,23,HS-grad,9,Never-married,Other-service,Own-child,White,Female,United-States
15704,50,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
369,33,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States
30252,48,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India
8221,32,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
14873,44,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
7225,54,Assoc-voc,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,United-States
9950,28,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,United-States
23116,49,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
27036,46,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
14756,38,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
7101,45,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States
3846,38,HS-grad,9,Separated,Priv-house-serv,Unmarried,Black,Female,United-States
1565,70,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States
5847,56,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
25416,40,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,United-States
1329,75,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
1072,67,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,United-States
5610,27,1st-4th,2,Never-married,Other-service,Own-child,Other,Male,Dominican-Republic
13001,30,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,Ireland
14417,47,Some-college,10,Divorced,Sales,Unmarried,White,Female,United-States
6900,52,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
2581,44,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
5710,39,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
4294,18,12th,8,Never-married,Craft-repair,Own-child,White,Male,United-States
29869,42,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
13101,62,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,United-States
4716,36,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
7627,27,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
14559,26,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,
5906,47,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
2675,19,10th,6,Never-married,Sales,Unmarried,Black,Female,United-States
16270,39,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,United-States
4678,48,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,
1693,55,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,
25163,47,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14273,40,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
22100,46,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
6382,39,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
16653,40,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
12380,24,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,
972,71,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,United-States
21420,51,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
2852,53,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,Greece
10520,37,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,United-States
12039,54,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,United-States
12334,27,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
6022,33,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
7232,20,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,United-States
15792,39,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,
25938,25,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
7069,46,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
24456,67,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
10408,25,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,United-States
8202,44,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
22720,47,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Canada
26691,43,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
27836,44,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
13097,22,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,United-States
4577,22,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,United-States
1556,25,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,United-States
14407,41,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,United-States
4211,43,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,United-States
310,44,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
13203,47,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
2486,33,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
20324,37,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
2318,34,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States
6600,39,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
14961,60,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
26932,51,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,United-States
13146,25,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States
6189,34,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
13357,49,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
8043,19,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,United-States
6763,18,Some-college,10,Never-married,,Own-child,White,Male,United-States
5014,35,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
14365,47,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
4115,28,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
8562,63,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
10516,51,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
1171,38,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
9186,42,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
27265,45,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
2503,57,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
6500,22,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,United-States
11268,38,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
31467,58,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States
5198,39,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
22110,33,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
14633,29,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
12883,22,1st-4th,2,Never-married,Craft-repair,Not-in-family,White,Male,Guatemala
9448,45,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
5265,22,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
16829,45,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Japan
30940,53,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
12078,42,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,United-States
4943,37,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
28745,56,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
10778,42,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
12964,19,Some-college,10,Never-married,Other-service,Own-child,White,Female,United-States
20477,47,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
10615,48,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
13921,30,10th,6,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,Vietnam
5161,22,11th,7,Never-married,Craft-repair,Own-child,White,Male,United-States
31061,26,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
27703,36,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
2085,29,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
2481,17,11th,7,Never-married,Craft-repair,Own-child,White,Male,United-States
13081,17,10th,6,Never-married,,Own-child,White,Male,United-States
32549,44,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,
29498,42,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
28478,28,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
15616,62,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,United-States
27318,32,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States
5578,51,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
9605,40,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,United-States
6668,58,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
15131,49,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
1278,47,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,United-States
26595,39,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
15416,21,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,United-States
3968,23,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,United-States
12915,23,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,United-States
12749,33,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
11973,42,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
4178,19,Some-college,10,Never-married,Tech-support,Own-child,White,Male,United-States
5497,23,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,United-States
28070,62,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
15316,25,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,United-States
2918,41,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
8990,44,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,United-States
345,56,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,
11585,43,Prof-school,15,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,United-States
8732,60,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
31610,42,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
4202,51,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
13674,32,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
28905,63,Some-college,10,Widowed,Sales,Not-in-family,White,Female,United-States
6435,46,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,United-States
12991,51,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
5344,58,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
2220,42,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
5830,26,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,United-States
7797,53,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Vietnam
11489,37,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,Guatemala
11556,52,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
6617,24,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,United-States
3987,31,Bachelors,13,Married-civ-spouse,,Wife,White,Female,United-States
6142,43,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
14398,49,9th,5,Separated,Handlers-cleaners,Own-child,White,Male,United-States
14316,34,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
1698,19,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
2221,20,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,United-States
11384,35,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,
13429,41,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States
18185,44,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
2656,55,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
5618,39,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
13266,53,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
15180,52,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
1593,53,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
3649,25,Bachelors,13,Never-married,Sales,Own-child,White,Female,United-States
2831,62,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
7633,26,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
5885,24,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,United-States
6727,29,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,United-States
2966,30,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
7331,30,Some-college,10,Divorced,Sales,Own-child,White,Male,United-States
12948,29,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,Japan
2027,45,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
32360,39,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
4085,20,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,United-States
10811,20,Some-college,10,Separated,Sales,Unmarried,Black,Female,United-States
2505,34,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
3111,37,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,United-States
3992,39,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
12396,24,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,United-States
1136,66,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,
1803,29,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,United-States
3087,46,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
13030,51,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
28637,47,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
8556,26,HS-grad,9,Separated,Tech-support,Own-child,White,Female,United-States
2606,19,Some-college,10,Never-married,,Own-child,White,Male,United-States
2249,29,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
5535,52,9th,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,China
5534,27,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,United-States
20234,39,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
7713,46,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,United-States
